,type,team_0_crowns,opponent_0_crowns,team_0_cards_0_name,team_0_cards_1_name,team_0_cards_2_name,team_0_cards_3_name,team_0_cards_4_name,team_0_cards_5_name,team_0_cards_6_name,team_0_cards_7_name,team_0_cards_0_level,team_0_cards_1_level,team_0_cards_2_level,team_0_cards_3_level,team_0_cards_4_level,team_0_cards_5_level,team_0_cards_6_level,team_0_cards_7_level,team_0_cards_0_maxLevel,team_0_cards_1_maxLevel,team_0_cards_2_maxLevel,team_0_cards_3_maxLevel,team_0_cards_4_maxLevel,team_0_cards_5_maxLevel,team_0_cards_6_maxLevel,team_0_cards_7_maxLevel,opponent_0_cards_0_name,opponent_0_cards_1_name,opponent_0_cards_2_name,opponent_0_cards_3_name,opponent_0_cards_4_name,opponent_0_cards_5_name,opponent_0_cards_6_name,opponent_0_cards_7_name,opponent_0_cards_0_level,opponent_0_cards_1_level,opponent_0_cards_2_level,opponent_0_cards_3_level,opponent_0_cards_4_level,opponent_0_cards_5_level,opponent_0_cards_6_level,opponent_0_cards_7_level,opponent_0_cards_0_maxLevel,opponent_0_cards_1_maxLevel,opponent_0_cards_2_maxLevel,opponent_0_cards_3_maxLevel,opponent_0_cards_4_maxLevel,opponent_0_cards_5_maxLevel,opponent_0_cards_6_maxLevel,opponent_0_cards_7_maxLevel
24,pathOfLegend,0,1,Archers,The Log,X-Bow,Knight,Skeletons,Tesla,Electro Spirit,Fireball,14,6,9,14,14,14,14,12,14,6,9,14,14,14,14,12,Hunter,Ice Golem,Royal Hogs,Heal Spirit,Three Musketeers,Barbarian Barrel,Earthquake,Skeletons,9,12,12,12,12,9,12,14,9,12,12,12,12,9,12,14
3,pathOfLegend,1,0,Knight,Hog Rider,Goblins,Firecracker,Ice Spirit,Tesla,The Log,Earthquake,14,12,14,14,14,14,6,12,14,12,14,14,14,14,6,12,Earthquake,Hog Rider,Bomb Tower,Skeletons,Mighty Miner,The Log,Giant Snowball,Archers,12,12,12,14,4,6,14,14,12,12,12,14,4,6,14,14
4,pathOfLegend,1,0,Knight,Hog Rider,Goblins,Firecracker,Ice Spirit,Tesla,The Log,Earthquake,14,12,14,14,14,14,6,12,14,12,14,14,14,14,6,12,Phoenix,Golem,Arrows,Bomber,Mirror,Night Witch,Zap,Mini P.E.K.K.A,6,9,14,14,9,6,14,12,6,9,14,14,9,6,14,12
5,pathOfLegend,3,0,Knight,Hog Rider,Goblins,Firecracker,Ice Spirit,Tesla,The Log,Earthquake,14,12,14,14,14,14,6,12,14,12,14,14,14,14,6,12,Graveyard,Arrows,Skeleton King,Fisherman,Phoenix,Zappies,Tombstone,Giant Snowball,6,14,4,6,6,12,12,13,6,14,4,6,6,12,12,14
6,pathOfLegend,0,1,Ice Spirit,The Log,Hog Rider,Giant Skeleton,Skeletons,Cannon,Firecracker,Earthquake,14,6,12,9,14,14,14,12,14,6,12,9,14,14,14,12,Mighty Miner,Archers,The Log,Earthquake,Giant Snowball,Hog Rider,Skeletons,Bomb Tower,4,14,6,12,14,12,14,12,4,14,6,12,14,12,14,12
7,pathOfLegend,0,1,Ice Spirit,The Log,Hog Rider,Giant Skeleton,Skeletons,Cannon,Firecracker,Earthquake,14,6,12,9,14,14,14,12,14,6,12,9,14,14,14,12,Archers,The Log,Bomb Tower,Mighty Miner,Miner,Wall Breakers,Bats,Fireball,14,6,12,4,6,9,14,12,14,6,12,4,6,9,14,12
8,pathOfLegend,0,1,Ice Spirit,The Log,Hog Rider,Giant Skeleton,Skeletons,Cannon,Firecracker,Earthquake,14,6,12,9,14,14,14,12,14,6,12,9,14,14,14,12,Electro Giant,Inferno Dragon,Tornado,Barbarian Barrel,Fire Spirit,Cannon,Golden Knight,Lightning,9,6,9,9,14,14,4,9,9,6,9,9,14,14,4,9
9,pathOfLegend,1,0,Ice Spirit,The Log,Hog Rider,Giant Skeleton,Skeletons,Cannon,Firecracker,Earthquake,14,6,12,9,14,14,14,12,14,6,12,9,14,14,14,12,Skeleton Army,Goblin Barrel,Minion Horde,Wizard,Royal Giant,Fire Spirit,Ice Wizard,Hog Rider,9,9,14,12,14,14,6,12,9,9,14,12,14,14,6,12
17,pathOfLegend,1,0,Ice Spirit,The Log,Hog Rider,Giant Skeleton,Skeletons,Cannon,Firecracker,Earthquake,14,6,12,9,14,14,14,12,14,6,12,9,14,14,14,12,Skeletons,Bomb Tower,Executioner,The Log,Monk,Ice Spirit,Goblin Drill,Tornado,14,12,9,6,4,14,9,9,14,12,9,6,4,14,9,9
18,pathOfLegend,0,1,Knight,Hog Rider,Goblins,Firecracker,Ice Spirit,Tesla,The Log,Earthquake,14,12,14,14,14,14,6,12,14,12,14,14,14,14,6,12,Cannon Cart,Executioner,Tornado,Goblin Drill,Barbarian Barrel,Golden Knight,Zappies,Royal Ghost,9,9,9,9,9,4,12,6,9,9,9,9,9,4,12,6
19,pathOfLegend,0,1,Ice Golem,Hog Rider,Skeletons,Musketeer,Ice Spirit,Cannon,The Log,Fireball,12,12,14,12,14,14,6,12,12,12,14,12,14,14,6,12,Mighty Miner,Hog Rider,Bomb Tower,Earthquake,Firecracker,Goblins,Ice Spirit,The Log,4,12,12,12,14,14,14,6,4,12,12,12,14,14,14,6
20,pathOfLegend,1,0,Ice Golem,Hog Rider,Skeletons,Musketeer,Ice Spirit,Cannon,The Log,Fireball,12,12,14,12,14,14,6,12,12,12,14,12,14,14,6,12,Lava Hound,Skeleton Dragons,Barbarians,Inferno Dragon,Balloon,Giant Snowball,Miner,Arrows,6,14,14,6,9,14,6,14,6,14,14,6,9,14,6,14
23,pathOfLegend,1,0,Ice Golem,Hog Rider,Skeletons,Musketeer,Ice Spirit,Cannon,The Log,Fireball,12,12,14,12,14,14,6,12,12,12,14,12,14,14,6,12,Goblins,Miner,Sparky,Goblin Giant,Minion Horde,Bats,Archers,Arrows,14,6,6,9,14,14,14,14,14,6,6,9,14,14,14,14
24,pathOfLegend,1,0,Ice Golem,Hog Rider,Skeletons,Musketeer,Ice Spirit,Cannon,The Log,Fireball,12,12,14,12,14,14,6,12,12,12,14,12,14,14,6,12,Archers,Three Musketeers,Barbarian Barrel,Royal Hogs,Tombstone,Golden Knight,Royal Ghost,Poison,14,12,9,12,12,4,6,9,14,12,9,12,12,4,6,9
6,pathOfLegend,1,3,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Arrows,Zap,Elite Barbarians,Lumberjack,Bomber,Golem,Night Witch,Mega Minion,14,14,14,6,14,9,6,12,14,14,14,6,14,9,6,12
10,pathOfLegend,1,0,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Barbarian Barrel,Baby Dragon,Freeze,Bowler,Inferno Dragon,Tornado,Balloon,Lumberjack,9,9,9,9,6,9,9,6,9,9,9,9,6,9,9,6
11,pathOfLegend,3,0,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Hunter,Giant Skeleton,Minions,Royal Giant,Fireball,The Log,Electro Spirit,Fisherman,9,9,14,14,12,6,14,6,9,9,14,14,12,6,14,6
12,pathOfLegend,1,0,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Zap,Ice Golem,Elixir Collector,Goblin Gang,Battle Ram,Minion Horde,Miner,Three Musketeers,14,12,12,14,12,14,6,12,14,12,12,14,12,14,6,12
13,pathOfLegend,0,1,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,X-Bow,Archers,Electro Spirit,Giant Snowball,Mighty Miner,Goblins,Fire Spirit,Elixir Collector,9,14,14,14,4,14,14,12,9,14,14,14,4,14,14,12
14,pathOfLegend,1,0,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Phoenix,Arrows,Freeze,Graveyard,Skeletons,Archers,Knight,Bowler,6,14,9,6,14,14,14,9,6,14,9,6,14,14,14,9
15,pathOfLegend,3,0,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Golem,Tornado,Phoenix,Electro Dragon,Barbarian Barrel,Lumberjack,Elite Barbarians,Elixir Collector,9,8,6,9,8,6,14,12,9,9,6,9,9,6,14,12
16,pathOfLegend,2,1,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Zappies,Goblin Giant,Lightning,Arrows,Sparky,Minions,Mini P.E.K.K.A,Barbarian Barrel,12,9,9,14,6,14,12,9,12,9,9,14,6,14,12,9
17,pathOfLegend,0,1,Minion Horde,Bats,Mortar,Archers,Skeleton King,Arrows,Skeleton Army,Miner,14,14,14,14,4,14,9,6,14,14,14,14,4,14,9,6,Mighty Miner,Lumberjack,Mother Witch,Goblin Hut,Minion Horde,Balloon,Freeze,Barbarian Barrel,4,6,6,12,14,9,9,9,4,6,6,12,14,9,9,9
18,pathOfLegend,1,0,Minion Horde,Bats,Mortar,Archers,Skeleton King,Arrows,Skeleton Army,Miner,14,14,14,14,4,14,9,6,14,14,14,14,4,14,9,6,Graveyard,Mighty Miner,Tornado,Poison,Phoenix,Archers,Tombstone,Barbarian Barrel,6,4,9,9,6,14,12,9,6,4,9,9,6,14,12,9
19,pathOfLegend,1,0,Minion Horde,Bats,Mortar,Archers,Skeleton King,Arrows,Skeleton Army,Miner,14,14,14,14,4,14,9,6,14,14,14,14,4,14,9,6,Electro Dragon,Tornado,Phoenix,Lumberjack,Mirror,Elixir Collector,Elite Barbarians,Golem,9,9,6,6,9,12,14,9,9,9,6,6,9,12,14,9
20,pathOfLegend,0,1,Minion Horde,Bats,Mortar,Archers,Skeleton King,Arrows,Skeleton Army,Miner,14,14,14,14,4,14,9,6,14,14,14,14,4,14,9,6,Miner,Mortar,Poison,Ice Spirit,Knight,Archers,Mega Minion,Goblins,6,14,9,14,14,14,12,14,6,14,9,14,14,14,12,14
21,pathOfLegend,1,2,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Electro Giant,Archers,Tornado,Barbarian Barrel,Phoenix,Cannon,Golden Knight,Lightning,9,14,9,9,6,14,4,9,9,14,9,9,6,14,4,9
22,pathOfLegend,0,3,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Golem,Lumberjack,Dark Prince,Phoenix,Electro Dragon,Tornado,Barbarian Barrel,Elixir Collector,9,6,9,6,9,9,9,12,9,6,9,6,9,9,9,12
23,pathOfLegend,1,0,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,Mega Knight,Prince,Wall Breakers,Minions,Miner,Zap,Archer Queen,Bandit,6,9,9,14,6,14,4,6,6,9,9,14,6,14,4,6
24,pathOfLegend,1,0,Giant,Graveyard,Dark Prince,Skeleton Army,Giant Snowball,Bats,Archers,Arrows,12,6,9,9,14,14,14,14,12,6,9,9,14,14,14,14,X-Bow,Fireball,Skeletons,The Log,Archers,Knight,Tesla,Electro Spirit,9,12,14,6,14,14,14,14,9,12,14,6,14,14,14,14
0,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Electro Giant,Sparky,Hunter,Tornado,Mirror,Golden Knight,Archers,Earthquake,9,6,9,9,9,4,14,12,9,6,9,9,9,4,14,12
5,pathOfLegend,3,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Hunter,Barbarians,Firecracker,Heal Spirit,Fireball,The Log,Skeletons,Royal Hogs,9,14,14,12,12,6,14,12,9,14,14,12,12,6,14,12
6,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Prince,Giant,Miner,Phoenix,Zap,Dark Prince,Electro Wizard,Arrows,9,12,6,6,14,9,6,14,9,12,6,6,14,9,6,14
7,pathOfLegend,0,1,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Bandit,Royal Ghost,Archer Queen,Rage,Magic Archer,Heal Spirit,Elite Barbarians,Battle Ram,6,6,4,9,6,12,14,12,6,6,4,9,6,12,14,12
11,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Goblin Giant,Zap,Arrows,Sparky,Mini P.E.K.K.A,Golden Knight,Minions,Mother Witch,9,14,14,6,12,4,14,6,9,14,14,6,12,4,14,6
12,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Elixir Golem,Phoenix,Goblins,Battle Healer,Monk,Electro Dragon,Tornado,Heal Spirit,12,6,14,12,4,9,9,12,12,6,14,12,4,9,9,12
13,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Lava Hound,Miner,Goblin Cage,Fireball,Electro Dragon,Phoenix,Arrows,Barbarians,6,6,12,12,9,6,14,14,6,6,12,12,9,6,14,14
14,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Hog Rider,Archers,Knight,Earthquake,Bomb Tower,Fire Spirit,Skeletons,Royal Delivery,12,14,14,12,12,14,14,14,12,14,14,12,12,14,14,14
15,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Ice Spirit,The Log,Royal Giant,Bowler,Skeletons,Inferno Dragon,Archers,Fireball,14,6,14,9,14,6,14,12,14,6,14,9,14,6,14,12
16,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Phoenix,Tornado,9,14,14,9,3,9,6,9,9,14,14,9,4,9,6,9
17,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,The Log,Fireball,Electro Spirit,Tesla,Knight,Skeletons,Archers,X-Bow,6,12,14,14,14,14,14,9,6,12,14,14,14,14,14,9
18,pathOfLegend,0,1,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Zap,P.E.K.K.A,Royal Ghost,Bandit,Electro Wizard,Fireball,Battle Ram,Magic Archer,14,9,6,6,6,12,12,6,14,9,6,6,6,12,12,6
19,pathOfLegend,1,0,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Hog Rider,Archers,Knight,Earthquake,Bomb Tower,Fire Spirit,Phoenix,Royal Delivery,12,14,14,12,12,14,6,14,12,14,14,12,12,14,6,14
24,pathOfLegend,0,1,Cannon,Bomber,Barbarian Barrel,Phoenix,Tornado,Lightning,Electro Giant,Golden Knight,14,14,9,6,9,9,9,4,14,14,9,6,9,9,9,4,Fisherman,Royal Ghost,Mother Witch,Arrows,Royal Hogs,Zappies,Mirror,Giant Skeleton,6,6,6,14,12,12,9,9,6,6,6,14,12,12,9,9
8,pathOfLegend,1,0,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Giant Skeleton,Balloon,Baby Dragon,Ice Wizard,Miner,Bomb Tower,Tornado,Barbarian Barrel,9,9,9,6,6,12,9,9,9,9,9,6,6,12,9,9
9,pathOfLegend,0,1,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Electro Giant,Fire Spirit,Tornado,Phoenix,Barbarian Barrel,Cannon,Golden Knight,Lightning,9,14,9,6,9,14,4,9,9,14,9,6,9,14,4,9
10,pathOfLegend,1,2,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Sparky,Mega Knight,Inferno Dragon,Wizard,Skeleton Army,Tornado,Mini P.E.K.K.A,Freeze,6,6,6,12,9,9,12,9,6,6,6,12,9,9,12,9
11,pathOfLegend,1,3,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Tornado,Lumberjack,Golden Knight,Barbarian Barrel,Golem,Phoenix,Electro Dragon,Mini P.E.K.K.A,9,6,4,9,9,6,9,12,9,6,4,9,9,6,9,12
12,pathOfLegend,3,0,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Goblins,Archers,The Log,Monk,Ice Spirit,Bomb Tower,Hog Rider,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12
13,pathOfLegend,2,1,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Arrows,Goblin Gang,Minion Horde,Balloon,Royal Ghost,Lumberjack,Valkyrie,Hog Rider,14,14,14,9,6,6,12,12,14,14,14,9,6,6,12,12
14,pathOfLegend,0,1,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Knight,Miner,Balloon,Phoenix,Archers,Bomb Tower,Barbarian Barrel,Giant Snowball,14,6,9,6,14,12,9,14,14,6,9,6,14,12,9,14
15,pathOfLegend,0,1,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Zap,Lightning,Mega Minion,Phoenix,Arrows,Giant,Dark Prince,Prince,14,9,12,6,14,12,9,9,14,9,12,6,14,12,9,9
16,pathOfLegend,1,0,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,X-Bow,Tesla,Knight,Archers,Skeletons,Fireball,The Log,Electro Spirit,9,14,14,14,14,12,6,14,9,14,14,14,14,12,6,14
17,pathOfLegend,1,0,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Phoenix,Miner,Bomb Tower,The Log,Archers,Poison,Ice Spirit,Knight,6,6,12,6,14,9,14,14,6,6,12,6,14,9,14,14
18,pathOfLegend,2,0,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Hog Rider,Ice Spirit,Fireball,Musketeer,Cannon,The Log,Skeletons,Ice Golem,12,14,12,12,14,6,14,12,12,14,12,12,14,6,14,12
19,pathOfLegend,1,0,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Bats,Goblins,Poison,Valkyrie,Miner,The Log,Bomb Tower,Wall Breakers,14,14,9,12,6,6,12,9,14,14,9,12,6,6,12,9
20,pathOfLegend,0,1,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Royal Recruits,Wall Breakers,Goblin Drill,Royal Delivery,Archers,Inferno Tower,Fireball,Bowler,14,9,9,14,14,12,12,9,14,9,9,14,14,12,12,9
21,pathOfLegend,1,0,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Mega Knight,Bandit,Wall Breakers,Zap,Archer Queen,Arrows,Prince,Bats,6,6,9,14,4,14,9,14,6,6,9,14,4,14,9,14
22,pathOfLegend,3,0,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Ram Rider,Monk,Lumberjack,Phoenix,Magic Archer,Fireball,Skeletons,Barbarian Barrel,6,4,6,6,6,12,14,9,6,4,6,6,6,12,14,9
23,pathOfLegend,0,1,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Archers,Goblin Gang,Royal Delivery,Goblin Barrel,Mortar,Wall Breakers,Giant Snowball,Cannon Cart,14,14,14,9,14,9,14,9,14,14,14,9,14,9,14,9
24,pathOfLegend,1,3,Miner,Goblins,Archers,Fisherman,Giant Snowball,Bats,Balloon,Monk,6,14,14,6,14,14,9,4,6,14,14,6,14,14,9,4,Royal Giant,Phoenix,Zappies,Monk,Goblins,Fisherman,The Log,Fireball,14,6,12,4,14,6,6,12,14,6,12,4,14,6,6,12
0,pathOfLegend,1,0,Knight,Archers,Skeletons,Ice Spirit,Tesla,Fireball,X-Bow,The Log,14,14,14,14,14,12,9,6,14,14,14,14,14,12,9,6,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Musketeer,Cannon,The Log,Fireball,12,12,14,14,12,14,6,12,12,12,14,14,12,14,6,12
22,pathOfLegend,0,1,Knight,Archers,Skeletons,Ice Spirit,Tesla,Fireball,X-Bow,The Log,14,14,14,14,14,12,9,6,14,14,14,14,14,12,9,6,Giant Skeleton,Tornado,Arrows,Archers,Graveyard,Fisherman,Royal Delivery,Tombstone,9,9,14,14,6,6,14,12,9,9,14,14,6,6,14,12
1,pathOfLegend,1,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Furnace,Fireball,Phoenix,Barbarian Barrel,Goblin Hut,Flying Machine,Elite Barbarians,Mother Witch,12,12,6,9,12,12,14,6,12,12,6,9,12,12,14,6
2,pathOfLegend,1,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Electro Giant,Fire Spirit,Tornado,Phoenix,Barbarian Barrel,Cannon,Golden Knight,Lightning,9,14,9,6,9,14,4,9,9,14,9,6,9,14,4,9
3,pathOfLegend,0,1,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Skeletons,Barbarian Barrel,Golden Knight,Phoenix,Tornado,Lightning,Electro Giant,Cannon,14,9,4,6,9,9,9,14,14,9,4,6,9,9,9,14
4,pathOfLegend,1,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Archers,Fireball,Fisherman,Goblins,Monk,Phoenix,Royal Giant,The Log,14,12,6,14,3,6,14,6,14,12,6,14,4,6,14,6
5,pathOfLegend,1,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Goblin Gang,Bats,Mighty Miner,Bomb Tower,Miner,Poison,The Log,Wall Breakers,14,14,4,12,6,9,6,9,14,14,4,12,6,9,6,9
6,pathOfLegend,1,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Arrows,Mortar,Miner,Skeleton King,Bats,Skeleton Army,Archers,Minion Horde,14,14,6,4,14,9,14,14,14,14,6,4,14,9,14,14
7,pathOfLegend,0,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Miner,Archers,The Log,Goblins,Poison,Knight,Wall Breakers,Cannon,6,14,6,14,9,14,9,14,6,14,6,14,9,14,9,14
8,pathOfLegend,1,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Hog Rider,Tornado,Lightning,Valkyrie,Executioner,Ice Spirit,Goblins,The Log,12,9,9,12,9,14,14,6,12,9,9,12,9,14,14,6
9,pathOfLegend,1,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Fisherman,Goblin Cage,Royal Recruits,Fireball,Arrows,Phoenix,Earthquake,Royal Giant,6,12,14,12,14,6,12,14,6,12,14,12,14,6,12,14
10,pathOfLegend,1,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Golem,Night Witch,Elite Barbarians,Lumberjack,Phoenix,Arrows,Zap,Bomber,9,6,14,6,6,14,14,14,9,6,14,6,6,14,14,14
11,pathOfLegend,1,0,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Giant Snowball,Rascals,Goblin Barrel,Bandit,Cannon Cart,Firecracker,Dark Prince,Rocket,14,14,9,6,9,14,9,12,14,14,9,6,9,14,9,12
12,pathOfLegend,2,1,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Hunter,Royal Giant,Zappies,Giant Skeleton,Fisherman,Earthquake,Barbarian Barrel,Electro Spirit,9,14,12,9,6,12,9,14,9,14,12,9,6,12,9,14
13,pathOfLegend,3,1,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Tornado,Phoenix,9,14,14,9,4,9,9,6,9,14,14,9,4,9,9,6,Valkyrie,The Log,Miner,Magic Archer,Spear Goblins,Wall Breakers,Bomb Tower,Tornado,12,6,6,6,14,9,12,7,12,6,6,6,14,9,12,9
